Project Name,Year,Day,Month,Field Number,Bin Number,Species,Total Length (mm),Total Weight (g)
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Notemigonus crysoleucas,50,0.8
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Notemigonus crysoleucas,56,1.2
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Notemigonus crysoleucas,35,0
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Notemigonus crysoleucas,49,7
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Notemigonus crysoleucas,56,1
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Notemigonus crysoleucas,50,0.9
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Notemigonus crysoleucas,54,1.1
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Micropterus nigricans,99,13.4
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Micropterus nigricans,54,2.4
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Micropterus nigricans,88,9.5
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-002A,1,Micropterus nigricans,321,440
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-003A,1,Amia ocellicauda,380,440
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-004A,1,Pomoxis nigromaculatus,198,116.1
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-004A,1,Amia ocellicauda,398,520
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-004A,1,Amia ocellicauda,554,1680
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-004A,1,Erimyzon sucetta,56,1.9
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-004A,1,Erimyzon sucetta,56,1.9
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-004A,1,Erimyzon sucetta,58,2.1
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-004A,1,Erimyzon sucetta,53,1.4
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-004A,1,Erimyzon sucetta,54,1.6
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-004A,1,Erimyzon sucetta,58,2.2
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-004A,1,Erimyzon sucetta,48,1.3
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-004A,1,Erimyzon sucetta,55,1.8
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-004A,1,Erimyzon sucetta,61,1.4
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-004A,1,Erimyzon sucetta,51,1.3
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-004A,1,Lepomis gibbosus,76,8.2
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-004A,1,Lepomis gibbosus,75,8.2
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-004A,1,Lepomis gibbosus,76,8
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-004A,1,Lepomis gibbosus,62,4.2
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-004A,1,Lepomis gibbosus,75,7.3
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-004A,1,Lepomis gibbosus,76,7.3
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-004A,1,Lepomis sp,39,0.9
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-004A,1,Lepomis sp,35,0
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-004A,1,Lepomis sp,39,0.8
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-004A,1,Lepomis sp,44,1.3
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-004A,1,Lepomis sp,26,0
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-004A,1,Lepomis sp,34,0.5
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-004A,1,Lepomis sp,33,0.3
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-004A,1,Lepomis sp,40,0.9
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-004A,1,Lepomis sp,34,0.4
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-004A,1,Lepomis sp,34,0.4
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-004A,1,Lepomis sp,37,0
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-004A,1,Lepomis sp,44,1.3
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-004A,1,Lepomis sp,43,1.2
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-004A,1,Lepomis sp,40,1
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-004A,1,Lepomis sp,38,0.8
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-004A,1,Lepomis sp,26,0.3
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-004A,1,Notemigonus crysoleucas,47,0.7
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-004A,1,Notemigonus crysoleucas,56,1.1
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-004A,1,Notemigonus crysoleucas,47,0.7
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-004A,1,Notemigonus crysoleucas,60,1.5
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-004A,1,Notemigonus crysoleucas,56,1.3
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-004A,1,Notemigonus crysoleucas,48,0.6
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-004A,1,Notemigonus crysoleucas,55,1.1
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-004A,1,Umbra limi,49,1.3
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-004A,1,Esox lucius,563,1130
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-005A,1,Erimyzon sucetta,140,34.7
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-005A,1,Erimyzon sucetta,50,1.3
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-005A,1,Erimyzon sucetta,53,1.7
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-005A,1,Lepomis gibbosus,80,9.1
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-005A,1,Lepomis sp,33,0.8
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-006A,1,Lepomis macrochirus,40,0.8
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-006A,1,Lepomis macrochirus,88,12.1
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-006A,1,Amia ocellicauda,393,420
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-006A,1,Lepomis gibbosus,74,7.4
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-006A,1,Lepomis gibbosus,39,1
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-006A,1,Lepomis gibbosus,140,56
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-006A,1,Ameiurus melas,306,330
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-210823-006A,1,Lepomis sp,40,0.9
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-001A,1,Amia ocellicauda,570,1550
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-001A,1,Amia ocellicauda,483,900
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-001A,1,Amia ocellicauda,468,810
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-001A,1,Amia ocellicauda,476,930
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-001A,1,Amia ocellicauda,478,960
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-001A,1,Amia ocellicauda,522,1320
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-001A,1,Notemigonus crysoleucas,37,0.32
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-001A,1,Notemigonus crysoleucas,51,1
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-001A,1,Notemigonus crysoleucas,44,0.62
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-001A,1,Notemigonus crysoleucas,48,0.71
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-001A,1,Notemigonus crysoleucas,42,0.48
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-001A,1,Notemigonus crysoleucas,53,0.98
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-001A,1,Notemigonus crysoleucas,49,0.9
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-001A,1,Notemigonus crysoleucas,44,0.59
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-001A,1,Notemigonus crysoleucas,42,0.34
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-001A,1,Notemigonus crysoleucas,52,0.88
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-001A,1,Notemigonus crysoleucas,51,0.94
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-001A,1,Notemigonus crysoleucas,46,0.62
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-001A,1,Notemigonus crysoleucas,45,0.61
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-001A,1,Notemigonus crysoleucas,46,0.78
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-001A,1,Notemigonus crysoleucas,44,0.65
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-001A,1,Notemigonus crysoleucas,46,0.74
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-001A,1,Notemigonus crysoleucas,46,0.68
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-001A,1,Notemigonus crysoleucas,43,0.55
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-001A,1,Notemigonus crysoleucas,46,0.64
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-001A,1,Notemigonus crysoleucas,44,0.76
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-001A,1,Notemigonus crysoleucas,43,0.51
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-001A,1,Notemigonus crysoleucas,42,0.52
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-001A,1,Notemigonus crysoleucas,42,0.57
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-001A,1,Notemigonus crysoleucas,54,1.16
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-001A,1,Notemigonus crysoleucas,43,0.64
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-001A,1,Notemigonus crysoleucas,43,0.43
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-001A,1,Notemigonus crysoleucas,51,1.04
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-001A,1,Notemigonus crysoleucas,45,0.6
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-001A,1,Micropterus nigricans,62,2.97
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-001A,1,Micropterus nigricans,56,2.15
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-001A,1,Micropterus nigricans,59,2.31
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-001A,1,Micropterus nigricans,64,3.06
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-001A,1,Micropterus nigricans,64,3.34
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-001A,1,Micropterus nigricans,64,2.91
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-001A,1,Micropterus nigricans,59,2.47
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-001A,1,Micropterus nigricans,54,2.94
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-001A,1,Micropterus nigricans,64,3.28
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-001A,1,Micropterus nigricans,66,3.85
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-001A,1,Micropterus nigricans,70,4.31
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-001A,1,Micropterus nigricans,63,3.22
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-001A,1,Micropterus nigricans,67,3.82
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-001A,1,Micropterus nigricans,69,4.19
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-001A,1,Micropterus nigricans,66,3.38
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-001A,1,Micropterus nigricans,66,3.91
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-001A,1,Micropterus nigricans,69,3.81
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-001A,1,Micropterus nigricans,67,3.78
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-001A,1,Micropterus nigricans,65,3.3
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-001A,1,Micropterus nigricans,70,3.93
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-001A,1,Micropterus nigricans,55,2.04
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-001A,1,Micropterus nigricans,55,1.97
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-001A,1,Micropterus nigricans,56,2.24
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-001A,1,Pomoxis nigromaculatus,80,6.67
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-001A,1,Pomoxis nigromaculatus,-1,-1
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-001A,1,Lepomis gibbosus,106,22.87
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-001A,1,Lepomis gibbosus,39,1.04
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-001A,1,Lepomis gibbosus,67,5.01
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-001A,1,Lepomis gibbosus,63,4.33
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-001A,1,Lepomis gibbosus,74,7.51
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-001A,1,Lepomis gibbosus,82,8.98
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-001A,1,Lepomis gibbosus,37,0.75
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-001A,1,Lepomis gibbosus,65,4.24
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-001A,1,Lepomis gibbosus,73,6.89
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-001A,1,Lepomis gibbosus,46,1.47
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-001A,1,Lepomis gibbosus,62,4.23
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-001A,1,Lepomis gibbosus,70,6.22
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-001A,1,Lepomis gibbosus,74,6.81
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-001A,1,Lepomis gibbosus,43,1.31
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-001A,1,Lepomis gibbosus,68,5.42
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-002A,1,Umbra limi,33,0.38
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-002A,1,Lepomis gibbosus,116,31.57
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-003A,1,Amia ocellicauda,439,770
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-003A,1,Pomoxis nigromaculatus,255,290
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-003A,1,Pomoxis nigromaculatus,68,4.3
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-003A,1,Pomoxis nigromaculatus,75,5.62
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-003A,1,Pomoxis nigromaculatus,56,2.34
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-003A,1,Pomoxis nigromaculatus,67,4.21
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-003A,1,Pomoxis nigromaculatus,69,4.28
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-003A,1,Pomoxis nigromaculatus,146,50.35
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-003A,1,Pomoxis nigromaculatus,188,104.12
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-003A,1,Pomoxis nigromaculatus,186,102.63
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-003A,1,Pomoxis nigromaculatus,151,49.55
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-003A,1,Pomoxis nigromaculatus,138,35.2
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-003A,1,Pomoxis nigromaculatus,145,43.41
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-003A,1,Pomoxis nigromaculatus,67,4.2
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-003A,1,Pomoxis nigromaculatus,134,35.68
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-003A,1,Pomoxis nigromaculatus,74,5.65
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-003A,1,Pomoxis nigromaculatus,76,5.75
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-003A,1,Pomoxis nigromaculatus,67,3.84
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-003A,1,Pomoxis nigromaculatus,67,3.82
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-003A,1,Pomoxis nigromaculatus,69,4.15
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-003A,1,Erimyzon sucetta,126,29.15
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-003A,1,Notemigonus crysoleucas,99,7.52
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-003A,1,Notemigonus crysoleucas,132,19.66
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-003A,1,Notemigonus crysoleucas,50,1.03
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-003A,1,Notemigonus crysoleucas,110,10.34
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-003A,1,Notemigonus crysoleucas,45,0.78
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-003A,1,Notemigonus crysoleucas,100,8.37
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-003A,1,Notemigonus crysoleucas,52,0.97
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-003A,1,Notemigonus crysoleucas,58,1.44
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-003A,1,Notemigonus crysoleucas,47,0.87
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-003A,1,Notemigonus crysoleucas,48,0.96
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-003A,1,Notemigonus crysoleucas,56,1.28
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-003A,1,Notemigonus crysoleucas,55,1.39
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-003A,1,Notemigonus crysoleucas,49,0.91
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-003A,1,Notemigonus crysoleucas,51,1
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-003A,1,Notemigonus crysoleucas,45,0.68
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-003A,1,Notemigonus crysoleucas,51,1.2
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-003A,1,Notemigonus crysoleucas,47,0.88
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-003A,1,Notemigonus crysoleucas,52,1.02
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-003A,1,Notemigonus crysoleucas,47,0.77
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-003A,1,Notemigonus crysoleucas,50,1
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-003A,1,Notemigonus crysoleucas,54,1.24
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-003A,1,Notemigonus crysoleucas,55,1.2
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-003A,1,Notemigonus crysoleucas,47,0.78
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-003A,1,Notemigonus crysoleucas,49,0.82
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-003A,1,Notemigonus crysoleucas,41,0.54
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-003A,1,Notemigonus crysoleucas,55,1.3
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-003A,1,Notemigonus crysoleucas,50,0.97
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-003A,1,Notemigonus crysoleucas,56,1.33
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-003A,1,Notemigonus crysoleucas,47,0.83
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-003A,1,Notemigonus crysoleucas,50,0.98
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-003A,1,Notemigonus crysoleucas,44,0.66
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-003A,1,Notemigonus crysoleucas,49,0.94
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-003A,1,Notemigonus crysoleucas,51,1.11
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-003A,1,Notemigonus crysoleucas,46,0.76
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-003A,1,Notemigonus crysoleucas,37,0.46
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-003A,1,Notemigonus crysoleucas,52,1.12
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-003A,1,Notemigonus crysoleucas,51,0.96
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-003A,1,Notemigonus crysoleucas,54,1.07
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-003A,1,Notemigonus crysoleucas,45,0.58
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-003A,1,Notemigonus crysoleucas,56,1.2
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-003A,1,Notemigonus crysoleucas,47,0.89
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-003A,1,Notemigonus crysoleucas,44,0.78
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-003A,1,Notemigonus crysoleucas,54,1.07
2024 Lake Chubsucker - St. Clair NWA,2024,24,August,2024-LCS-NWA-070824-003A,1,Notemigonus crysoleucas,58,1.4
